trace_id,clause_id,ambiguity_type,model,violation_level,failure_mechanism,confidence,comments
7bb34ff7-debc-4cb7-b970-54a31a068b67,incompleteness_041,incompleteness,gpt-5.4,moderate,GF,,""
3d6d5710-2542-499d-9815-fb1ee84ebb69,incompleteness_037,incompleteness,qwen3-235b,moderate,SC,,""
a511ad72-3198-4a2c-80c5-deaeacdf35b4,incompleteness_050,incompleteness,qwen3-235b,moderate,BV,,""
35426edf-ce64-4599-95b7-646c1512320b,incompleteness_026,incompleteness,qwen3-235b,moderate,GF,,""
0a4bc559-4d06-4fb9-9b86-d99ba239957a,incompleteness_012,incompleteness,qwen3-235b,moderate,BV,,""
7e487c81-6153-4fe4-9731-56787425cf14,lexical_042,lexical,claude-sonnet-4-6,moderate,GF,,""
dcf2100b-1452-434a-b63a-dbc483cad6d9,lexical_025,lexical,claude-sonnet-4-6,moderate,GF,,""
d130240d-eb68-4842-ad35-d7efa7a184e1,lexical_011,lexical,claude-sonnet-4-6,moderate,GF,,""
6d15788a-725c-4a5e-be91-519f302733cf,lexical_038,lexical,deepseek-v3,moderate,BV,,""
d3f9ecaf-0d2c-4357-b9a1-45e4166618bb,lexical_012,lexical,deepseek-v3,critical,BV,,""
082136a8-ee53-40b3-8b84-c1d4bdcf6c4c,lexical_016,lexical,deepseek-v3,critical,GF,,""
902d1213-a068-4989-8b32-173b65ffc6aa,lexical_004,lexical,deepseek-v3,critical,SC,,""
0a5bd073-17f2-41fe-8923-11d95a9ada19,lexical_031,lexical,gpt-4.1,moderate,BV,,""
f3a56f13-f391-4b5e-a5b6-0ff510988caa,lexical_043,lexical,gpt-4.1,moderate,GF,,""
257824bf-c6ce-47a5-a7b2-f42d4518652d,lexical_025,lexical,gpt-4.1,moderate,GF,,""
4aa0e1fc-f804-4e5a-b7c3-03180a952eb7,lexical_012,lexical,gpt-4.1,critical,SC,,""
7db6bcc1-c5c9-4cc7-8391-bdaa03670e34,lexical_048,lexical,gpt-5.4,critical,GF,,""
c3e5394a-95be-4cff-88b5-c38ceed368dc,lexical_016,lexical,gpt-5.4,critical,SC,,""
36bcd44c-951c-498d-b58d-a3f281d0fa3f,lexical_038,lexical,gpt-5.4,moderate,GF,,""
b45cacc9-3161-46b8-be2c-a0b46d4c2f7e,lexical_043,lexical,qwen3-235b,critical,GF,,""
8a7d2d47-04c0-4eb4-abbe-8f03e9bb1f6a,lexical_019,lexical,qwen3-235b,moderate,BV,,""
8561691c-4351-4265-a191-3ac187543412,lexical_041,lexical,qwen3-235b,moderate,SC,,""
8a651dcd-8c73-4b0d-a911-f37eb3383a66,scopal_005,scopal,claude-sonnet-4-6,moderate,SC,,""
aa174604-f236-4633-a94c-15ce6800327f,scopal_031,scopal,claude-sonnet-4-6,moderate,GF,,""
4645de7f-1b0d-4f1f-80d7-7de97f58b9cf,scopal_011,scopal,claude-sonnet-4-6,moderate,SM,,""
d569e3a1-e1ad-4420-a966-219df1206d57,scopal_004,scopal,claude-sonnet-4-6,moderate,SC,,""
fe9cfb71-33e8-47bd-aa87-ea17aeb6ac9c,scopal_039,scopal,deepseek-v3,critical,SC,,""
f617dba5-5620-40cb-bf13-c6c3cff1ca96,scopal_022,scopal,deepseek-v3,critical,SC,,""
bfec2188-6fe1-4692-b74a-ce314cb7b4d8,scopal_011,scopal,deepseek-v3,critical,SM,,""
0134396b-f997-467b-a652-0e1c54636057,scopal_002,scopal,deepseek-v3,critical,SC,,""
ec08eba8-49e4-4cb4-a434-668642b9d103,scopal_012,scopal,gpt-4.1,moderate,BV,,""
ddbef723-6a81-4c01-ab90-3a3bd9550624,scopal_026,scopal,gpt-4.1,critical,SC,,""
bcfe620e-3686-4157-9189-883caae21ce3,scopal_030,scopal,gpt-4.1,moderate,SC,,""
3b8f0a2b-f992-4c66-b6f9-d014a538f098,scopal_002,scopal,gpt-5.4,critical,SC,,""
c49220ed-6e00-4917-9023-5939ee20eb9d,scopal_023,scopal,gpt-5.4,moderate,SC,,""
23c5326c-134d-42f3-900e-f4d4a2c1e0b7,scopal_020,scopal,gpt-5.4,critical,GF,,""
655feda5-a77b-4fa9-89d3-7d669adb8e9d,scopal_039,scopal,qwen3-235b,moderate,SC,,""
e74f76e3-e00e-47fc-9f35-8e0d0545df55,scopal_002,scopal,qwen3-235b,moderate,SC,,""
