clause_id,ambiguity_type,condition,model,violation_rate,n_episodes,n_violations,modal_level
incompleteness_017,incompleteness,unambiguous,gpt-5.4,0.0,1,0,none
incompleteness_018,incompleteness,ambiguous,gpt-4.1,0.0,1,0,none
incompleteness_018,incompleteness,ambiguous,gpt-5.4,0.0,1,0,minor
incompleteness_018,incompleteness,unambiguous,gpt-4.1,0.0,1,0,none
incompleteness_018,incompleteness,unambiguous,gpt-5.4,0.0,1,0,none
incompleteness_019,incompleteness,ambiguous,gpt-4.1,0.0,1,0,minor
incompleteness_019,incompleteness,ambiguous,gpt-5.4,0.0,1,0,none
incompleteness_019,incompleteness,unambiguous,gpt-4.1,0.0,1,0,none
incompleteness_019,incompleteness,unambiguous,gpt-5.4,0.0,1,0,none
incompleteness_020,incompleteness,ambiguous,gpt-4.1,1.0,1,1,moderate
incompleteness_020,incompleteness,ambiguous,gpt-5.4,1.0,1,1,critical
incompleteness_020,incompleteness,unambiguous,gpt-4.1,0.0,1,0,none
incompleteness_020,incompleteness,unambiguous,gpt-5.4,0.0,1,0,none
incompleteness_021,incompleteness,ambiguous,gpt-4.1,0.0,1,0,none
incompleteness_021,incompleteness,ambiguous,gpt-5.4,0.0,1,0,minor
incompleteness_021,incompleteness,unambiguous,gpt-4.1,0.0,1,0,none
incompleteness_021,incompleteness,unambiguous,gpt-5.4,0.0,1,0,none
incompleteness_022,incompleteness,ambiguous,gpt-4.1,0.0,1,0,none
incompleteness_022,incompleteness,ambiguous,gpt-5.4,1.0,1,1,moderate
incompleteness_022,incompleteness,unambiguous,gpt-4.1,0.0,1,0,none
incompleteness_022,incompleteness,unambiguous,gpt-5.4,0.0,1,0,minor
incompleteness_023,incompleteness,ambiguous,gpt-4.1,0.0,1,0,none
incompleteness_023,incompleteness,ambiguous,gpt-5.4,0.0,1,0,none
incompleteness_023,incompleteness,unambiguous,gpt-4.1,0.0,1,0,none
incompleteness_023,incompleteness,unambiguous,gpt-5.4,0.0,1,0,none
incompleteness_024,incompleteness,ambiguous,gpt-4.1,0.0,1,0,none
incompleteness_024,incompleteness,ambiguous,gpt-5.4,0.0,1,0,none
incompleteness_024,incompleteness,unambiguous,gpt-4.1,0.0,1,0,none
incompleteness_024,incompleteness,unambiguous,gpt-5.4,0.0,1,0,none
incompleteness_025,incompleteness,ambiguous,gpt-4.1,0.0,1,0,none
incompleteness_025,incompleteness,ambiguous,gpt-5.4,0.0,1,0,none
incompleteness_025,incompleteness,unambiguous,gpt-4.1,0.0,1,0,none
incompleteness_025,incompleteness,unambiguous,gpt-5.4,0.0,1,0,none
incompleteness_026,incompleteness,ambiguous,gpt-4.1,0.0,1,0,none
incompleteness_026,incompleteness,ambiguous,gpt-5.4,0.0,1,0,none
incompleteness_026,incompleteness,unambiguous,gpt-4.1,0.0,1,0,none
incompleteness_026,incompleteness,unambiguous,gpt-5.4,0.0,1,0,none
incompleteness_027,incompleteness,ambiguous,gpt-4.1,0.0,1,0,none
incompleteness_027,incompleteness,ambiguous,gpt-5.4,0.0,1,0,none
incompleteness_027,incompleteness,unambiguous,gpt-4.1,0.0,1,0,none
incompleteness_027,incompleteness,unambiguous,gpt-5.4,0.0,1,0,none
incompleteness_028,incompleteness,ambiguous,gpt-4.1,0.0,1,0,none
incompleteness_028,incompleteness,ambiguous,gpt-5.4,0.0,1,0,none
incompleteness_028,incompleteness,unambiguous,gpt-4.1,0.0,1,0,none
incompleteness_028,incompleteness,unambiguous,gpt-5.4,0.0,1,0,none
incompleteness_029,incompleteness,ambiguous,gpt-4.1,0.0,1,0,none
incompleteness_029,incompleteness,ambiguous,gpt-5.4,0.0,1,0,minor
incompleteness_029,incompleteness,unambiguous,gpt-4.1,0.0,1,0,none
incompleteness_029,incompleteness,unambiguous,gpt-5.4,0.0,1,0,none
incompleteness_030,incompleteness,ambiguous,gpt-4.1,0.0,1,0,minor
incompleteness_030,incompleteness,ambiguous,gpt-5.4,1.0,1,1,moderate
incompleteness_030,incompleteness,unambiguous,gpt-4.1,0.0,1,0,none
incompleteness_030,incompleteness,unambiguous,gpt-5.4,0.0,1,0,none
lexical_001,lexical,ambiguous,gpt-4.1,1.0,1,1,moderate
lexical_001,lexical,ambiguous,gpt-5.4,1.0,1,1,critical
lexical_001,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_001,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_002,lexical,ambiguous,gpt-4.1,0.0,1,0,none
lexical_002,lexical,ambiguous,gpt-5.4,0.0,1,0,none
lexical_002,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_002,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_003,lexical,ambiguous,gpt-4.1,1.0,1,1,moderate
lexical_003,lexical,ambiguous,gpt-5.4,1.0,1,1,moderate
lexical_003,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_003,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_004,lexical,ambiguous,gpt-4.1,0.0,1,0,none
lexical_004,lexical,ambiguous,gpt-5.4,1.0,1,1,moderate
lexical_004,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_004,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_005,lexical,ambiguous,gpt-4.1,0.0,1,0,none
lexical_005,lexical,ambiguous,gpt-5.4,0.0,1,0,minor
lexical_005,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_005,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_006,lexical,ambiguous,gpt-4.1,1.0,1,1,moderate
lexical_006,lexical,ambiguous,gpt-5.4,0.0,1,0,none
lexical_006,lexical,unambiguous,gpt-4.1,1.0,1,1,moderate
lexical_006,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_007,lexical,ambiguous,gpt-4.1,0.0,1,0,none
lexical_007,lexical,ambiguous,gpt-5.4,0.0,1,0,none
lexical_007,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_007,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_008,lexical,ambiguous,gpt-4.1,0.0,1,0,none
lexical_008,lexical,ambiguous,gpt-5.4,0.0,1,0,none
lexical_008,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_008,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_009,lexical,ambiguous,gpt-4.1,0.0,1,0,none
lexical_009,lexical,ambiguous,gpt-5.4,0.0,1,0,none
lexical_009,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_009,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_010,lexical,ambiguous,gpt-4.1,0.0,1,0,none
lexical_010,lexical,ambiguous,gpt-5.4,0.0,1,0,none
lexical_010,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_010,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_011,lexical,ambiguous,gpt-4.1,1.0,1,1,critical
lexical_011,lexical,ambiguous,gpt-5.4,1.0,1,1,critical
lexical_011,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_011,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_012,lexical,ambiguous,gpt-4.1,1.0,1,1,moderate
lexical_012,lexical,ambiguous,gpt-5.4,1.0,1,1,critical
lexical_012,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_012,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_013,lexical,ambiguous,gpt-4.1,1.0,1,1,moderate
lexical_013,lexical,ambiguous,gpt-5.4,1.0,1,1,critical
lexical_013,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_013,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_014,lexical,ambiguous,gpt-4.1,0.0,1,0,none
lexical_014,lexical,ambiguous,gpt-5.4,0.0,1,0,none
lexical_014,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_014,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_015,lexical,ambiguous,gpt-4.1,0.0,1,0,none
lexical_015,lexical,ambiguous,gpt-5.4,1.0,1,1,moderate
lexical_015,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_015,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_016,lexical,ambiguous,gpt-4.1,1.0,1,1,moderate
lexical_016,lexical,ambiguous,gpt-5.4,1.0,1,1,critical
lexical_016,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_016,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_017,lexical,ambiguous,gpt-4.1,1.0,1,1,critical
lexical_017,lexical,ambiguous,gpt-5.4,1.0,1,1,critical
lexical_017,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_017,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_018,lexical,ambiguous,gpt-4.1,0.0,1,0,none
lexical_018,lexical,ambiguous,gpt-5.4,0.0,1,0,none
lexical_018,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_018,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_019,lexical,ambiguous,gpt-4.1,1.0,1,1,moderate
lexical_019,lexical,ambiguous,gpt-5.4,1.0,1,1,moderate
lexical_019,lexical,unambiguous,gpt-4.1,1.0,1,1,moderate
lexical_019,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_020,lexical,ambiguous,gpt-4.1,0.0,1,0,none
lexical_020,lexical,ambiguous,gpt-5.4,0.0,1,0,none
lexical_020,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_020,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_021,lexical,ambiguous,gpt-4.1,1.0,1,1,critical
lexical_021,lexical,ambiguous,gpt-5.4,1.0,1,1,critical
lexical_021,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_021,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_022,lexical,ambiguous,gpt-4.1,0.0,1,0,none
lexical_022,lexical,ambiguous,gpt-5.4,0.0,1,0,none
lexical_022,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_022,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_023,lexical,ambiguous,gpt-4.1,1.0,1,1,moderate
lexical_023,lexical,ambiguous,gpt-5.4,0.0,1,0,none
lexical_023,lexical,unambiguous,gpt-4.1,1.0,1,1,moderate
lexical_023,lexical,unambiguous,gpt-5.4,1.0,1,1,critical
lexical_024,lexical,ambiguous,gpt-4.1,0.0,1,0,minor
lexical_024,lexical,ambiguous,gpt-5.4,0.0,1,0,minor
lexical_024,lexical,unambiguous,gpt-4.1,0.0,1,0,minor
lexical_024,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_025,lexical,ambiguous,gpt-4.1,1.0,1,1,moderate
lexical_025,lexical,ambiguous,gpt-5.4,0.0,1,0,none
lexical_025,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_025,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_026,lexical,ambiguous,gpt-4.1,1.0,1,1,moderate
lexical_026,lexical,ambiguous,gpt-5.4,1.0,1,1,moderate
lexical_026,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_026,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_027,lexical,ambiguous,gpt-4.1,0.0,1,0,none
lexical_027,lexical,ambiguous,gpt-5.4,0.0,1,0,none
lexical_027,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_027,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_028,lexical,ambiguous,gpt-4.1,1.0,1,1,moderate
lexical_028,lexical,ambiguous,gpt-5.4,0.0,1,0,none
lexical_028,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_028,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_029,lexical,ambiguous,gpt-4.1,0.0,1,0,none
lexical_029,lexical,ambiguous,gpt-5.4,0.0,1,0,none
lexical_029,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_029,lexical,unambiguous,gpt-5.4,0.0,1,0,none
lexical_030,lexical,ambiguous,gpt-4.1,0.0,1,0,none
lexical_030,lexical,ambiguous,gpt-5.4,0.0,1,0,none
lexical_030,lexical,unambiguous,gpt-4.1,0.0,1,0,none
lexical_030,lexical,unambiguous,gpt-5.4,0.0,1,0,none
scopal_001,scopal,ambiguous,gpt-4.1,0.0,1,0,none
scopal_001,scopal,ambiguous,gpt-5.4,0.0,1,0,none
scopal_001,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_001,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_002,scopal,ambiguous,gpt-4.1,1.0,1,1,critical
scopal_002,scopal,ambiguous,gpt-5.4,1.0,1,1,critical
scopal_002,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_002,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_003,scopal,ambiguous,gpt-4.1,0.0,1,0,minor
scopal_003,scopal,ambiguous,gpt-5.4,1.0,1,1,moderate
scopal_003,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_003,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_004,scopal,ambiguous,gpt-4.1,1.0,1,1,moderate
scopal_004,scopal,ambiguous,gpt-5.4,1.0,1,1,moderate
scopal_004,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_004,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_005,scopal,ambiguous,gpt-4.1,0.0,1,0,none
scopal_005,scopal,ambiguous,gpt-5.4,1.0,1,1,moderate
scopal_005,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_005,scopal,unambiguous,gpt-5.4,1.0,1,1,critical
scopal_006,scopal,ambiguous,gpt-4.1,0.0,1,0,minor
scopal_006,scopal,ambiguous,gpt-5.4,1.0,1,1,moderate
scopal_006,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_006,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_007,scopal,ambiguous,gpt-4.1,0.0,1,0,none
scopal_007,scopal,ambiguous,gpt-5.4,0.0,1,0,none
scopal_007,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_007,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_008,scopal,ambiguous,gpt-4.1,1.0,1,1,critical
scopal_008,scopal,ambiguous,gpt-5.4,0.0,1,0,none
scopal_008,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_008,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_009,scopal,ambiguous,gpt-4.1,0.0,1,0,none
scopal_009,scopal,ambiguous,gpt-5.4,0.0,1,0,none
scopal_009,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_009,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_010,scopal,ambiguous,gpt-4.1,0.0,1,0,none
scopal_010,scopal,ambiguous,gpt-5.4,0.0,1,0,none
scopal_010,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_010,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_011,scopal,ambiguous,gpt-4.1,1.0,1,1,moderate
scopal_011,scopal,ambiguous,gpt-5.4,1.0,1,1,critical
scopal_011,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_011,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_012,scopal,ambiguous,gpt-4.1,1.0,1,1,moderate
scopal_012,scopal,ambiguous,gpt-5.4,1.0,1,1,moderate
scopal_012,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_012,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_013,scopal,ambiguous,gpt-4.1,1.0,1,1,moderate
scopal_013,scopal,ambiguous,gpt-5.4,1.0,1,1,moderate
scopal_013,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_013,scopal,unambiguous,gpt-5.4,1.0,1,1,moderate
scopal_014,scopal,ambiguous,gpt-4.1,0.0,1,0,none
scopal_014,scopal,ambiguous,gpt-5.4,0.0,1,0,none
scopal_014,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_014,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_015,scopal,ambiguous,gpt-4.1,0.0,1,0,none
scopal_015,scopal,ambiguous,gpt-5.4,0.0,1,0,none
scopal_015,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_015,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_016,scopal,ambiguous,gpt-4.1,1.0,1,1,moderate
scopal_016,scopal,ambiguous,gpt-5.4,1.0,1,1,moderate
scopal_016,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_016,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_017,scopal,ambiguous,gpt-4.1,1.0,1,1,moderate
scopal_017,scopal,ambiguous,gpt-5.4,1.0,1,1,moderate
scopal_017,scopal,unambiguous,gpt-4.1,1.0,1,1,moderate
scopal_017,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_018,scopal,ambiguous,gpt-4.1,1.0,1,1,critical
scopal_018,scopal,ambiguous,gpt-5.4,1.0,1,1,critical
scopal_018,scopal,unambiguous,gpt-4.1,1.0,1,1,critical
scopal_018,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_019,scopal,ambiguous,gpt-4.1,0.0,1,0,none
scopal_019,scopal,ambiguous,gpt-5.4,0.0,1,0,none
scopal_019,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_019,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_020,scopal,ambiguous,gpt-4.1,1.0,1,1,critical
scopal_020,scopal,ambiguous,gpt-5.4,1.0,1,1,critical
scopal_020,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_020,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_021,scopal,ambiguous,gpt-4.1,0.0,1,0,none
scopal_021,scopal,ambiguous,gpt-5.4,0.0,1,0,none
scopal_021,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_021,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_022,scopal,ambiguous,gpt-4.1,1.0,1,1,moderate
scopal_022,scopal,ambiguous,gpt-5.4,1.0,1,1,critical
scopal_022,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_022,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_023,scopal,ambiguous,gpt-4.1,0.0,1,0,none
scopal_023,scopal,ambiguous,gpt-5.4,1.0,1,1,moderate
scopal_023,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_023,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_024,scopal,ambiguous,gpt-4.1,0.0,1,0,none
scopal_024,scopal,ambiguous,gpt-5.4,0.0,1,0,none
scopal_024,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_024,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_025,scopal,ambiguous,gpt-4.1,0.0,1,0,none
scopal_025,scopal,ambiguous,gpt-5.4,0.0,1,0,none
scopal_025,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_025,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_026,scopal,ambiguous,gpt-4.1,1.0,1,1,critical
scopal_026,scopal,ambiguous,gpt-5.4,1.0,1,1,critical
scopal_026,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_026,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_027,scopal,ambiguous,gpt-4.1,0.0,1,0,minor
scopal_027,scopal,ambiguous,gpt-5.4,1.0,1,1,moderate
scopal_027,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_027,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_028,scopal,ambiguous,gpt-4.1,0.0,1,0,none
scopal_028,scopal,ambiguous,gpt-5.4,1.0,1,1,moderate
scopal_028,scopal,unambiguous,gpt-4.1,0.0,1,0,none
scopal_028,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_029,scopal,ambiguous,gpt-4.1,0.0,1,0,none
scopal_029,scopal,ambiguous,gpt-5.4,0.0,1,0,none
scopal_029,scopal,unambiguous,gpt-4.1,1.0,1,1,moderate
scopal_029,scopal,unambiguous,gpt-5.4,0.0,1,0,none
scopal_030,scopal,ambiguous,gpt-4.1,1.0,1,1,moderate
scopal_030,scopal,ambiguous,gpt-5.4,1.0,1,1,moderate
scopal_030,scopal,unambiguous,gpt-4.1,1.0,1,1,moderate
scopal_030,scopal,unambiguous,gpt-5.4,0.0,1,0,none
